-------------------------------------
Boss DS-330 Memory dump
-------------------------------------
SystemParams Zone 0x100000 (packed: 0x400000) 0x000080 (packed: 0x000100) BYTES
-------------------------------------
0x100000 (packed: 0x400000)=00040000        SystemParams Zone/SystemParams/Tune
0x124AE6 (packed: 0x491566)=00              Bulk DrumMap2 Group/[115]/Group
0x124AE8 (packed: 0x491568)=00              Bulk DrumMap2 Group/[116]/Group
0x124AEA (packed: 0x49156A)=00              Bulk DrumMap2 Group/[117]/Group
0x124AEC (packed: 0x49156C)=00              Bulk DrumMap2 Group/[118]/Group
0x124AEE (packed: 0x49156E)=00              Bulk DrumMap2 Group/[119]/Group
0x124AF0 (packed: 0x491570)=00              Bulk DrumMap2 Group/[120]/Group
0x124AF2 (packed: 0x491572)=00              Bulk DrumMap2 Group/[121]/Group
0x124AF4 (packed: 0x491574)=00              Bulk DrumMap2 Group/[122]/Group
0x124AF6 (packed: 0x491576)=00              Bulk DrumMap2 Group/[123]/Group
0x124AF8 (packed: 0x491578)=00              Bulk DrumMap2 Group/[124]/Group
0x124AFA (packed: 0x49157A)=00              Bulk DrumMap2 Group/[125]/Group
0x124AFC (packed: 0x49157C)=00              Bulk DrumMap2 Group/[126]/Group
0x124AFE (packed: 0x49157E)=00              Bulk DrumMap2 Group/[127]/Group
-------------------------------------
Bulk DrumMap2 Pan 0x124B00 (packed: 0x491600) 0x000080 (packed: 0x000100) NIBBLES
-------------------------------------
0x124B00 (packed: 0x491600)=40              Bulk DrumMap2 Pan/[0]/Pan
0x124B02 (packed: 0x491602)=40              Bulk DrumMap2 Pan/[1]/Pan
0x124B04 (packed: 0x491604)=40              Bulk DrumMap2 Pan/[2]/Pan
0x124B06 (packed: 0x491606)=40              Bulk DrumMap2 Pan/[3]/Pan
0x124B08 (packed: 0x491608)=40              Bulk DrumMap2 Pan/[4]/Pan
0x124B0A (packed: 0x49160A)=40              Bulk DrumMap2 Pan/[5]/Pan
0x124B0C (packed: 0x49160C)=40              Bulk DrumMap2 Pan/[6]/Pan
0x124B0E (packed: 0x49160E)=40              Bulk DrumMap2 Pan/[7]/Pan
0x124B10 (packed: 0x491610)=40              Bulk DrumMap2 Pan/[8]/Pan
0x124B12 (packed: 0x491612)=40              Bulk DrumMap2 Pan/[9]/Pan
0x124B14 (packed: 0x491614)=40              Bulk DrumMap2 Pan/[10]/Pan
0x124B16 (packed: 0x491616)=40              Bulk DrumMap2 Pan/[11]/Pan
0x124B18 (packed: 0x491618)=40              Bulk DrumMap2 Pan/[12]/Pan
0x124B1A (packed: 0x49161A)=40              Bulk DrumMap2 Pan/[13]/Pan
0x124B1C (packed: 0x49161C)=40              Bulk DrumMap2 Pan/[14]/Pan
0x124B1E (packed: 0x49161E)=40              Bulk DrumMap2 Pan/[15]/Pan
0x124B20 (packed: 0x491620)=40              Bulk DrumMap2 Pan/[16]/Pan
0x124B22 (packed: 0x491622)=40              Bulk DrumMap2 Pan/[17]/Pan
0x124B24 (packed: 0x491624)=40              Bulk DrumMap2 Pan/[18]/Pan
0x124B26 (packed: 0x491626)=40              Bulk DrumMap2 Pan/[19]/Pan
0x124B28 (packed: 0x491628)=40              Bulk DrumMap2 Pan/[20]/Pan
0x124B2A (packed: 0x49162A)=40              Bulk DrumMap2 Pan/[21]/Pan
0x124B2C (packed: 0x49162C)=40              Bulk DrumMap2 Pan/[22]/Pan
0x124B2E (packed: 0x49162E)=40              Bulk DrumMap2 Pan/[23]/Pan
0x124B30 (packed: 0x491630)=40              Bulk DrumMap2 Pan/[24]/Pan
0x124B32 (packed: 0x491632)=40              Bulk DrumMap2 Pan/[25]/Pan
0x124B34 (packed: 0x491634)=40              Bulk DrumMap2 Pan/[26]/Pan
0x124B36 (packed: 0x491636)=31              Bulk DrumMap2 Pan/[27]/Pan
0x124B38 (packed: 0x491638)=31              Bulk DrumMap2 Pan/[28]/Pan
0x124B3A (packed: 0x49163A)=40              Bulk DrumMap2 Pan/[29]/Pan
0x124B3C (packed: 0x49163C)=40              Bulk DrumMap2 Pan/[30]/Pan
0x124B3E (packed: 0x49163E)=40              Bulk DrumMap2 Pan/[31]/Pan
0x124B40 (packed: 0x491640)=36              Bulk DrumMap2 Pan/[32]/Pan
0x124B42 (packed: 0x491642)=40              Bulk DrumMap2 Pan/[33]/Pan
0x124B44 (packed: 0x491644)=40              Bulk DrumMap2 Pan/[34]/Pan
0x124B46 (packed: 0x491646)=40              Bulk DrumMap2 Pan/[35]/Pan
0x124B48 (packed: 0x491648)=40              Bulk DrumMap2 Pan/[36]/Pan
0x124B4A (packed: 0x49164A)=40              Bulk DrumMap2 Pan/[37]/Pan
0x124B4C (packed: 0x49164C)=40              Bulk DrumMap2 Pan/[38]/Pan
0x124B4E (packed: 0x49164E)=36              Bulk DrumMap2 Pan/[39]/Pan
0x124B50 (packed: 0x491650)=40              Bulk DrumMap2 Pan/[40]/Pan
0x124B52 (packed: 0x491652)=22              Bulk DrumMap2 Pan/[41]/Pan
0x124B54 (packed: 0x491654)=54              Bulk DrumMap2 Pan/[42]/Pan
0x124B56 (packed: 0x491656)=2E              Bulk DrumMap2 Pan/[43]/Pan
0x124B58 (packed: 0x491658)=54              Bulk DrumMap2 Pan/[44]/Pan
0x124B5A (packed: 0x49165A)=3A              Bulk DrumMap2 Pan/[45]/Pan
0x124B5C (packed: 0x49165C)=54              Bulk DrumMap2 Pan/[46]/Pan
0x124B5E (packed: 0x49165E)=46              Bulk DrumMap2 Pan/[47]/Pan
0x124B60 (packed: 0x491660)=52              Bulk DrumMap2 Pan/[48]/Pan
0x124B62 (packed: 0x491662)=54              Bulk DrumMap2 Pan/[49]/Pan
0x124B64 (packed: 0x491664)=5E              Bulk DrumMap2 Pan/[50]/Pan
0x124B66 (packed: 0x491666)=2C              Bulk DrumMap2 Pan/[51]/Pan
0x124B68 (packed: 0x491668)=2C              Bulk DrumMap2 Pan/[52]/Pan
0x124B6A (packed: 0x49166A)=2C              Bulk DrumMap2 Pan/[53]/Pan
0x124B6C (packed: 0x49166C)=4A              Bulk DrumMap2 Pan/[54]/Pan
0x124B6E (packed: 0x49166E)=36              Bulk DrumMap2 Pan/[55]/Pan
0x124B70 (packed: 0x491670)=54              Bulk DrumMap2 Pan/[56]/Pan
0x124B72 (packed: 0x491672)=2C              Bulk DrumMap2 Pan/[57]/Pan
0x124B74 (packed: 0x491674)=1D              Bulk DrumMap2 Pan/[58]/Pan
0x124B76 (packed: 0x491676)=2C              Bulk DrumMap2 Pan/[59]/Pan
0x124B78 (packed: 0x491678)=63              Bulk DrumMap2 Pan/[60]/Pan
0x124B7A (packed: 0x49167A)=63              Bulk DrumMap2 Pan/[61]/Pan
0x124B7C (packed: 0x49167C)=27              Bulk DrumMap2 Pan/[62]/Pan
0x124B7E (packed: 0x49167E)=27              Bulk DrumMap2 Pan/[63]/Pan
0x124B80 (packed: 0x491700)=2C              Bulk DrumMap2 Pan/[64]/Pan
0x124B82 (packed: 0x491702)=54              Bulk DrumMap2 Pan/[65]/Pan
0x124B84 (packed: 0x491704)=54              Bulk DrumMap2 Pan/[66]/Pan
0x124B86 (packed: 0x491706)=1D              Bulk DrumMap2 Pan/[67]/Pan
0x124B88 (packed: 0x491708)=1D              Bulk DrumMap2 Pan/[68]/Pan
0x124B8A (packed: 0x49170A)=1D              Bulk DrumMap2 Pan/[69]/Pan
0x124B8C (packed: 0x49170C)=18              Bulk DrumMap2 Pan/[70]/Pan
0x124B8E (packed: 0x49170E)=63              Bulk DrumMap2 Pan/[71]/Pan
0x124B90 (packed: 0x491710)=63              Bulk DrumMap2 Pan/[72]/Pan
0x124B92 (packed: 0x491712)=5E              Bulk DrumMap2 Pan/[73]/Pan
0x124B94 (packed: 0x491714)=5E              Bulk DrumMap2 Pan/[74]/Pan
0x124B96 (packed: 0x491716)=54              Bulk DrumMap2 Pan/[75]/Pan
0x124B98 (packed: 0x491718)=63              Bulk DrumMap2 Pan/[76]/Pan
0x124B9A (packed: 0x49171A)=63              Bulk DrumMap2 Pan/[77]/Pan
0x124B9C (packed: 0x49171C)=2C              Bulk DrumMap2 Pan/[78]/Pan
0x124B9E (packed: 0x49171E)=2C              Bulk DrumMap2 Pan/[79]/Pan
0x124BA0 (packed: 0x491720)=18              Bulk DrumMap2 Pan/[80]/Pan
0x124BA2 (packed: 0x491722)=18              Bulk DrumMap2 Pan/[81]/Pan
0x124BA4 (packed: 0x491724)=5E              Bulk DrumMap2 Pan/[82]/Pan
0x124BA6 (packed: 0x491726)=63              Bulk DrumMap2 Pan/[83]/Pan
0x124BA8 (packed: 0x491728)=40              Bulk DrumMap2 Pan/[84]/Pan
0x124BAA (packed: 0x49172A)=22              Bulk DrumMap2 Pan/[85]/Pan
0x124BAC (packed: 0x49172C)=2C              Bulk DrumMap2 Pan/[86]/Pan
0x124BAE (packed: 0x49172E)=2C              Bulk DrumMap2 Pan/[87]/Pan
0x124BB0 (packed: 0x491730)=40              Bulk DrumMap2 Pan/[88]/Pan
0x124BB2 (packed: 0x491732)=40              Bulk DrumMap2 Pan/[89]/Pan
0x124BB4 (packed: 0x491734)=40              Bulk DrumMap2 Pan/[90]/Pan
0x124BB6 (packed: 0x491736)=40              Bulk DrumMap2 Pan/[91]/Pan
0x124BB8 (packed: 0x491738)=40              Bulk DrumMap2 Pan/[92]/Pan
0x124BBA (packed: 0x49173A)=40              Bulk DrumMap2 Pan/[93]/Pan
0x124BBC (packed: 0x49173C)=40              Bulk DrumMap2 Pan/[94]/Pan
0x124BBE (packed: 0x49173E)=40              Bulk DrumMap2 Pan/[95]/Pan
0x124BC0 (packed: 0x491740)=40              Bulk DrumMap2 Pan/[96]/Pan
0x124BC2 (packed: 0x491742)=40              Bulk DrumMap2 Pan/[97]/Pan
0x124BC4 (packed: 0x491744)=40              Bulk DrumMap2 Pan/[98]/Pan
0x124BC6 (packed: 0x491746)=40              Bulk DrumMap2 Pan/[99]/Pan
0x124BC8 (packed: 0x491748)=40              Bulk DrumMap2 Pan/[100]/Pan
0x124BCA (packed: 0x49174A)=40              Bulk DrumMap2 Pan/[101]/Pan
0x124BCC (packed: 0x49174C)=40              Bulk DrumMap2 Pan/[102]/Pan
0x124BCE (packed: 0x49174E)=40              Bulk DrumMap2 Pan/[103]/Pan
0x124BD0 (packed: 0x491750)=40              Bulk DrumMap2 Pan/[104]/Pan
0x124BD2 (packed: 0x491752)=40              Bulk DrumMap2 Pan/[105]/Pan
0x124BD4 (packed: 0x491754)=40              Bulk DrumMap2 Pan/[106]/Pan
0x124BD6 (packed: 0x491756)=40              Bulk DrumMap2 Pan/[107]/Pan
0x124BD8 (packed: 0x491758)=40              Bulk DrumMap2 Pan/[108]/Pan
0x124BDA (packed: 0x49175A)=40              Bulk DrumMap2 Pan/[109]/Pan
0x124BDC (packed: 0x49175C)=40              Bulk DrumMap2 Pan/[110]/Pan
0x124BDE (packed: 0x49175E)=40              Bulk DrumMap2 Pan/[111]/Pan
0x124BE0 (packed: 0x491760)=40              Bulk DrumMap2 Pan/[112]/Pan
0x124BE2 (packed: 0x491762)=40              Bulk DrumMap2 Pan/[113]/Pan
0x124BE4 (packed: 0x491764)=40              Bulk DrumMap2 Pan/[114]/Pan
0x124BE6 (packed: 0x491766)=40              Bulk DrumMap2 Pan/[115]/Pan
0x124BE8 (packed: 0x491768)=40              Bulk DrumMap2 Pan/[116]/Pan
0x124BEA (packed: 0x49176A)=40              Bulk DrumMap2 Pan/[117]/Pan
0x124BEC (packed: 0x49176C)=40              Bulk DrumMap2 Pan/[118]/Pan
0x124BEE (packed: 0x49176E)=40              Bulk DrumMap2 Pan/[119]/Pan
0x124BF0 (packed: 0x491770)=40              Bulk DrumMap2 Pan/[120]/Pan
0x124BF2 (packed: 0x491772)=40              Bulk DrumMap2 Pan/[121]/Pan
0x124BF4 (packed: 0x491774)=40              Bulk DrumMap2 Pan/[122]/Pan
0x124BF6 (packed: 0x491776)=40              Bulk DrumMap2 Pan/[123]/Pan
0x124BF8 (packed: 0x491778)=40              Bulk DrumMap2 Pan/[124]/Pan
0x124BFA (packed: 0x49177A)=40              Bulk DrumMap2 Pan/[125]/Pan
0x124BFC (packed: 0x49177C)=40              Bulk DrumMap2 Pan/[126]/Pan
0x124BFE (packed: 0x49177E)=40              Bulk DrumMap2 Pan/[127]/Pan
-------------------------------------
Bulk DrumMap2 Reverb 0x124C00 (packed: 0x491800) 0x000080 (packed: 0x000100) NIBBLES
-------------------------------------
0x124C00 (packed: 0x491800)=00              Bulk DrumMap2 Reverb/[0]/Reverb
0x124C02 (packed: 0x491802)=00              Bulk DrumMap2 Reverb/[1]/Reverb
0x124C04 (packed: 0x491804)=00              Bulk DrumMap2 Reverb/[2]/Reverb
0x124C06 (packed: 0x491806)=00              Bulk DrumMap2 Reverb/[3]/Reverb
0x124C08 (packed: 0x491808)=00              Bulk DrumMap2 Reverb/[4]/Reverb
0x124C0A (packed: 0x49180A)=00              Bulk DrumMap2 Reverb/[5]/Reverb
0x124C0C (packed: 0x49180C)=00              Bulk DrumMap2 Reverb/[6]/Reverb
0x124C0E (packed: 0x49180E)=00              Bulk DrumMap2 Reverb/[7]/Reverb
0x124C10 (packed: 0x491810)=00              Bulk DrumMap2 Reverb/[8]/Reverb
0x124C12 (packed: 0x491812)=00              Bulk DrumMap2 Reverb/[9]/Reverb
0x124C14 (packed: 0x491814)=00              Bulk DrumMap2 Reverb/[10]/Reverb
0x124C16 (packed: 0x491816)=00              Bulk DrumMap2 Reverb/[11]/Reverb
0x124C18 (packed: 0x491818)=00              Bulk DrumMap2 Reverb/[12]/Reverb
0x124C1A (packed: 0x49181A)=00              Bulk DrumMap2 Reverb/[13]/Reverb
0x124C1C (packed: 0x49181C)=00              Bulk DrumMap2 Reverb/[14]/Reverb
0x124C1E (packed: 0x49181E)=00              Bulk DrumMap2 Reverb/[15]/Reverb
0x124C20 (packed: 0x491820)=00              Bulk DrumMap2 Reverb/[16]/Reverb
0x124C22 (packed: 0x491822)=00              Bulk DrumMap2 Reverb/[17]/Reverb
0x124C24 (packed: 0x491824)=00              Bulk DrumMap2 Reverb/[18]/Reverb
0x124C26 (packed: 0x491826)=00              Bulk DrumMap2 Reverb/[19]/Reverb
0x124C28 (packed: 0x491828)=00              Bulk DrumMap2 Reverb/[20]/Reverb
0x124C2A (packed: 0x49182A)=00              Bulk DrumMap2 Reverb/[21]/Reverb
0x124C2C (packed: 0x49182C)=00              Bulk DrumMap2 Reverb/[22]/Reverb
0x124C2E (packed: 0x49182E)=00              Bulk DrumMap2 Reverb/[23]/Reverb
0x124C30 (packed: 0x491830)=00              Bulk DrumMap2 Reverb/[24]/Reverb
0x124C32 (packed: 0x491832)=00              Bulk DrumMap2 Reverb/[25]/Reverb
0x124C34 (packed: 0x491834)=00              Bulk DrumMap2 Reverb/[26]/Reverb
0x124C36 (packed: 0x491836)=7F              Bulk DrumMap2 Reverb/[27]/Reverb
0x124C38 (packed: 0x491838)=7F              Bulk DrumMap2 Reverb/[28]/Reverb
0x124C3A (packed: 0x49183A)=00              Bulk DrumMap2 Reverb/[29]/Reverb
0x124C3C (packed: 0x49183C)=00              Bulk DrumMap2 Reverb/[30]/Reverb
0x124C3E (packed: 0x49183E)=3F              Bulk DrumMap2 Reverb/[31]/Reverb
0x124C40 (packed: 0x491840)=00              Bulk DrumMap2 Reverb/[32]/Reverb
0x124C42 (packed: 0x491842)=00              Bulk DrumMap2 Reverb/[33]/Reverb
0x124C44 (packed: 0x491844)=00              Bulk DrumMap2 Reverb/[34]/Reverb
0x124C46 (packed: 0x491846)=20              Bulk DrumMap2 Reverb/[35]/Reverb
0x124C48 (packed: 0x491848)=20              Bulk DrumMap2 Reverb/[36]/Reverb
0x124C4A (packed: 0x49184A)=7F              Bulk DrumMap2 Reverb/[37]/Reverb
0x124C4C (packed: 0x49184C)=7F              Bulk DrumMap2 Reverb/[38]/Reverb
0x124C4E (packed: 0x49184E)=7F              Bulk DrumMap2 Reverb/[39]/Reverb
0x124C50 (packed: 0x491850)=7F              Bulk DrumMap2 Reverb/[40]/Reverb
0x124C52 (packed: 0x491852)=7F              Bulk DrumMap2 Reverb/[41]/Reverb
0x124C54 (packed: 0x491854)=1F              Bulk DrumMap2 Reverb/[42]/Reverb
0x124C56 (packed: 0x491856)=7F              Bulk DrumMap2 Reverb/[43]/Reverb
0x124C58 (packed: 0x491858)=20              Bulk DrumMap2 Reverb/[44]/Reverb
0x124C5A (packed: 0x49185A)=7F              Bulk DrumMap2 Reverb/[45]/Reverb
0x124C5C (packed: 0x49185C)=1F              Bulk DrumMap2 Reverb/[46]/Reverb
0x124C5E (packed: 0x49185E)=7F              Bulk DrumMap2 Reverb/[47]/Reverb
0x124C60 (packed: 0x491860)=7F              Bulk DrumMap2 Reverb/[48]/Reverb
0x124C62 (packed: 0x491862)=7F              Bulk DrumMap2 Reverb/[49]/Reverb
0x124C64 (packed: 0x491864)=7F              Bulk DrumMap2 Reverb/[50]/Reverb
0x124C66 (packed: 0x491866)=7F              Bulk DrumMap2 Reverb/[51]/Reverb
0x124C68 (packed: 0x491868)=7F              Bulk DrumMap2 Reverb/[52]/Reverb
0x124C6A (packed: 0x49186A)=7F              Bulk DrumMap2 Reverb/[53]/Reverb
0x124C6C (packed: 0x49186C)=3F              Bulk DrumMap2 Reverb/[54]/Reverb
0x124C6E (packed: 0x49186E)=7F              Bulk DrumMap2 Reverb/[55]/Reverb
0x124C70 (packed: 0x491870)=3F              Bulk DrumMap2 Reverb/[56]/Reverb
0x124C72 (packed: 0x491872)=7F              Bulk DrumMap2 Reverb/[57]/Reverb
0x124C74 (packed: 0x491874)=7F              Bulk DrumMap2 Reverb/[58]/Reverb
0x124C76 (packed: 0x491876)=7F              Bulk DrumMap2 Reverb/[59]/Reverb
0x124C78 (packed: 0x491878)=5F              Bulk DrumMap2 Reverb/[60]/Reverb
0x124C7A (packed: 0x49187A)=5F              Bulk DrumMap2 Reverb/[61]/Reverb
0x124C7C (packed: 0x49187C)=7F              Bulk DrumMap2 Reverb/[62]/Reverb
0x124C7E (packed: 0x49187E)=7F              Bulk DrumMap2 Reverb/[63]/Reverb
0x124C80 (packed: 0x491900)=5F              Bulk DrumMap2 Reverb/[64]/Reverb
0x124C82 (packed: 0x491902)=7F              Bulk DrumMap2 Reverb/[65]/Reverb
0x124C84 (packed: 0x491904)=7F              Bulk DrumMap2 Reverb/[66]/Reverb
0x124C86 (packed: 0x491906)=64              Bulk DrumMap2 Reverb/[67]/Reverb
0x124C88 (packed: 0x491908)=64              Bulk DrumMap2 Reverb/[68]/Reverb
0x124C8A (packed: 0x49190A)=3F              Bulk DrumMap2 Reverb/[69]/Reverb
0x124C8C (packed: 0x49190C)=3F              Bulk DrumMap2 Reverb/[70]/Reverb
0x124C8E (packed: 0x49190E)=7F              Bulk DrumMap2 Reverb/[71]/Reverb
0x124C90 (packed: 0x491910)=7F              Bulk DrumMap2 Reverb/[72]/Reverb
0x124C92 (packed: 0x491912)=3F              Bulk DrumMap2 Reverb/[73]/Reverb
0x124C94 (packed: 0x491914)=3F              Bulk DrumMap2 Reverb/[74]/Reverb
0x124C96 (packed: 0x491916)=5F              Bulk DrumMap2 Reverb/[75]/Reverb
0x124C98 (packed: 0x491918)=5F              Bulk DrumMap2 Reverb/[76]/Reverb
0x124C9A (packed: 0x49191A)=5F              Bulk DrumMap2 Reverb/[77]/Reverb
0x124C9C (packed: 0x49191C)=7F              Bulk DrumMap2 Reverb/[78]/Reverb
0x124C9E (packed: 0x49191E)=7F              Bulk DrumMap2 Reverb/[79]/Reverb
0x124CA0 (packed: 0x491920)=5F              Bulk DrumMap2 Reverb/[80]/Reverb
0x124CA2 (packed: 0x491922)=7F              Bulk DrumMap2 Reverb/[81]/Reverb
0x124CA4 (packed: 0x491924)=3F              Bulk DrumMap2 Reverb/[82]/Reverb
0x124CA6 (packed: 0x491926)=7F              Bulk DrumMap2 Reverb/[83]/Reverb
0x124CA8 (packed: 0x491928)=00              Bulk DrumMap2 Reverb/[84]/Reverb
0x124CAA (packed: 0x49192A)=5F              Bulk DrumMap2 Reverb/[85]/Reverb
0x124CAC (packed: 0x49192C)=5F              Bulk DrumMap2 Reverb/[86]/Reverb
0x124CAE (packed: 0x49192E)=5F              Bulk DrumMap2 Reverb/[87]/Reverb
0x124CB0 (packed: 0x491930)=00              Bulk DrumMap2 Reverb/[88]/Reverb
0x124CB2 (packed: 0x491932)=00              Bulk DrumMap2 Reverb/[89]/Reverb
0x124CB4 (packed: 0x491934)=00              Bulk DrumMap2 Reverb/[90]/Reverb
0x124CB6 (packed: 0x491936)=00              Bulk DrumMap2 Reverb/[91]/Reverb
0x124CB8 (packed: 0x491938)=00              Bulk DrumMap2 Reverb/[92]/Reverb
0x124CBA (packed: 0x49193A)=00              Bulk DrumMap2 Reverb/[93]/Reverb
0x124CBC (packed: 0x49193C)=00              Bulk DrumMap2 Reverb/[94]/Reverb
0x124CBE (packed: 0x49193E)=00              Bulk DrumMap2 Reverb/[95]/Reverb
0x124CC0 (packed: 0x491940)=00              Bulk DrumMap2 Reverb/[96]/Reverb
0x124CC2 (packed: 0x491942)=00              Bulk DrumMap2 Reverb/[97]/Reverb
0x124CC4 (packed: 0x491944)=00              Bulk DrumMap2 Reverb/[98]/Reverb
0x124CC6 (packed: 0x491946)=00              Bulk DrumMap2 Reverb/[99]/Reverb
0x124CC8 (packed: 0x491948)=00              Bulk DrumMap2 Reverb/[100]/Reverb
0x124CCA (packed: 0x49194A)=00              Bulk DrumMap2 Reverb/[101]/Reverb
0x124CCC (packed: 0x49194C)=00              Bulk DrumMap2 Reverb/[102]/Reverb
0x124CCE (packed: 0x49194E)=00              Bulk DrumMap2 Reverb/[103]/Reverb
0x124CD0 (packed: 0x491950)=00              Bulk DrumMap2 Reverb/[104]/Reverb
0x124CD2 (packed: 0x491952)=00              Bulk DrumMap2 Reverb/[105]/Reverb
0x124CD4 (packed: 0x491954)=00              Bulk DrumMap2 Reverb/[106]/Reverb
0x124CD6 (packed: 0x491956)=00              Bulk DrumMap2 Reverb/[107]/Reverb
0x124CD8 (packed: 0x491958)=00              Bulk DrumMap2 Reverb/[108]/Reverb
0x124CDA (packed: 0x49195A)=00              Bulk DrumMap2 Reverb/[109]/Reverb
0x124CDC (packed: 0x49195C)=00              Bulk DrumMap2 Reverb/[110]/Reverb
0x124CDE (packed: 0x49195E)=00              Bulk DrumMap2 Reverb/[111]/Reverb
0x124CE0 (packed: 0x491960)=00              Bulk DrumMap2 Reverb/[112]/Reverb
0x124CE2 (packed: 0x491962)=00              Bulk DrumMap2 Reverb/[113]/Reverb
0x124CE4 (packed: 0x491964)=00              Bulk DrumMap2 Reverb/[114]/Reverb
0x124CE6 (packed: 0x491966)=00              Bulk DrumMap2 Reverb/[115]/Reverb
0x124CE8 (packed: 0x491968)=00              Bulk DrumMap2 Reverb/[116]/Reverb
0x124CEA (packed: 0x49196A)=00              Bulk DrumMap2 Reverb/[117]/Reverb
0x124CEC (packed: 0x49196C)=00              Bulk DrumMap2 Reverb/[118]/Reverb
0x124CEE (packed: 0x49196E)=00              Bulk DrumMap2 Reverb/[119]/Reverb
0x124CF0 (packed: 0x491970)=00              Bulk DrumMap2 Reverb/[120]/Reverb
